ICD-10 code;CCS group;CCS group_description
M5492;205;"Spondylosis; intervertebral disc disorders; other back problems"
M5493;205;"Spondylosis; intervertebral disc disorders; other back problems"
M5494;205;"Spondylosis; intervertebral disc disorders; other back problems"
M5495;205;"Spondylosis; intervertebral disc disorders; other back problems"
M5496;205;"Spondylosis; intervertebral disc disorders; other back problems"
M5497;205;"Spondylosis; intervertebral disc disorders; other back problems"
M5498;205;"Spondylosis; intervertebral disc disorders; other back problems"
M5499;205;"Spondylosis; intervertebral disc disorders; other back problems"
M81;206;Osteoporosis
M810;206;Osteoporosis
M8100;206;Osteoporosis
M8101;206;Osteoporosis
M8102;206;Osteoporosis
M8103;206;Osteoporosis
M8104;206;Osteoporosis
M8105;206;Osteoporosis
M8106;206;Osteoporosis
M8107;206;Osteoporosis
M8108;206;Osteoporosis
M8109;206;Osteoporosis
M811;206;Osteoporosis
M8110;206;Osteoporosis
M8111;206;Osteoporosis
M8112;206;Osteoporosis
M8113;206;Osteoporosis
M8114;206;Osteoporosis
M8115;206;Osteoporosis
M8116;206;Osteoporosis
M8117;206;Osteoporosis
M8118;206;Osteoporosis
M8119;206;Osteoporosis
M812;206;Osteoporosis
M8120;206;Osteoporosis
M8121;206;Osteoporosis
M8122;206;Osteoporosis
M8123;206;Osteoporosis
M8124;206;Osteoporosis
M8125;206;Osteoporosis
M8126;206;Osteoporosis
M8127;206;Osteoporosis
M8128;206;Osteoporosis
M8129;206;Osteoporosis
M814;206;Osteoporosis
M8140;206;Osteoporosis
M8141;206;Osteoporosis
M8142;206;Osteoporosis
M8143;206;Osteoporosis
M8144;206;Osteoporosis
M8145;206;Osteoporosis
M8146;206;Osteoporosis
M8147;206;Osteoporosis
M8148;206;Osteoporosis
M8149;206;Osteoporosis
M815;206;Osteoporosis
M8150;206;Osteoporosis
M8151;206;Osteoporosis
M8152;206;Osteoporosis
M8153;206;Osteoporosis
M8154;206;Osteoporosis
M8155;206;Osteoporosis
M8156;206;Osteoporosis
M8157;206;Osteoporosis
M8158;206;Osteoporosis
M8159;206;Osteoporosis
M816;206;Osteoporosis
M8160;206;Osteoporosis
M8161;206;Osteoporosis
M8162;206;Osteoporosis
M8163;206;Osteoporosis
M8164;206;Osteoporosis
M8165;206;Osteoporosis
M8166;206;Osteoporosis
M8167;206;Osteoporosis
M8168;206;Osteoporosis
M8169;206;Osteoporosis
M818;206;Osteoporosis
M8180;206;Osteoporosis
M8181;206;Osteoporosis
M8182;206;Osteoporosis
M8183;206;Osteoporosis
M8184;206;Osteoporosis
M8185;206;Osteoporosis
M8186;206;Osteoporosis
M8187;206;Osteoporosis
M8188;206;Osteoporosis
M8189;206;Osteoporosis
M819;206;Osteoporosis
M8190;206;Osteoporosis
M8191;206;Osteoporosis
M8192;206;Osteoporosis
M8193;206;Osteoporosis
M8194;206;Osteoporosis
M8195;206;Osteoporosis
M8196;206;Osteoporosis
M8197;206;Osteoporosis
M8198;206;Osteoporosis
M8199;206;Osteoporosis
M82;206;Osteoporosis
M820;206;Osteoporosis
M821;206;Osteoporosis
M828;206;Osteoporosis
M485;207;Pathological fracture
M4850;207;Pathological fracture
M4851;207;Pathological fracture
M4852;207;Pathological fracture
M4853;207;Pathological fracture
M4854;207;Pathological fracture
M4855;207;Pathological fracture
M4856;207;Pathological fracture
M4857;207;Pathological fracture
M4858;207;Pathological fracture
M4859;207;Pathological fracture
M495;207;Pathological fracture
M80;207;Pathological fracture
M800;207;Pathological fracture
M8000;207;Pathological fracture
M8001;207;Pathological fracture
M8002;207;Pathological fracture
M8003;207;Pathological fracture
M8004;207;Pathological fracture
M8005;207;Pathological fracture
M8006;207;Pathological fracture
M8007;207;Pathological fracture
M8008;207;Pathological fracture
M8009;207;Pathological fracture
M801;207;Pathological fracture
M8010;207;Pathological fracture
M8011;207;Pathological fracture
M8012;207;Pathological fracture
M8013;207;Pathological fracture
M8014;207;Pathological fracture
M8015;207;Pathological fracture
M8016;207;Pathological fracture
M8017;207;Pathological fracture
M8018;207;Pathological fracture
M8019;207;Pathological fracture
M802;207;Pathological fracture
M8020;207;Pathological fracture
M8021;207;Pathological fracture
M8022;207;Pathological fracture
M8023;207;Pathological fracture
M8024;207;Pathological fracture
M8025;207;Pathological fracture
M8026;207;Pathological fracture
M8027;207;Pathological fracture
M8028;207;Pathological fracture
M8029;207;Pathological fracture
M804;207;Pathological fracture
M8040;207;Pathological fracture
M8041;207;Pathological fracture
M8042;207;Pathological fracture
M8043;207;Pathological fracture
M8044;207;Pathological fracture
M8045;207;Pathological fracture
M8046;207;Pathological fracture
M8047;207;Pathological fracture
M8048;207;Pathological fracture
M8049;207;Pathological fracture
M805;207;Pathological fracture
M8050;207;Pathological fracture
M8051;207;Pathological fracture
M8052;207;Pathological fracture
M8053;207;Pathological fracture
M8054;207;Pathological fracture
M8055;207;Pathological fracture
M8056;207;Pathological fracture
M8057;207;Pathological fracture
M8058;207;Pathological fracture
M8059;207;Pathological fracture
M808;207;Pathological fracture
M8080;207;Pathological fracture
M8081;207;Pathological fracture
M8082;207;Pathological fracture
M8083;207;Pathological fracture
M8084;207;Pathological fracture
M8085;207;Pathological fracture
M8086;207;Pathological fracture
M8087;207;Pathological fracture
M8088;207;Pathological fracture
M8089;207;Pathological fracture
M809;207;Pathological fracture
M8090;207;Pathological fracture
M8091;207;Pathological fracture
M8092;207;Pathological fracture
M8093;207;Pathological fracture
M8094;207;Pathological fracture
M8095;207;Pathological fracture
M8096;207;Pathological fracture
M8097;207;Pathological fracture
M8098;207;Pathological fracture
M8099;207;Pathological fracture
M843;207;Pathological fracture
M8430;207;Pathological fracture
M8431;207;Pathological fracture
M8432;207;Pathological fracture
M8433;207;Pathological fracture
M8434;207;Pathological fracture
M8435;207;Pathological fracture
M8436;207;Pathological fracture
M8437;207;Pathological fracture
M8438;207;Pathological fracture
M8439;207;Pathological fracture
M844;207;Pathological fracture
M8440;207;Pathological fracture
M8441;207;Pathological fracture
M8442;207;Pathological fracture
M8443;207;Pathological fracture
M8444;207;Pathological fracture
M8445;207;Pathological fracture
M8446;207;Pathological fracture
M8447;207;Pathological fracture
M8448;207;Pathological fracture
M8449;207;Pathological fracture
M907;207;Pathological fracture
M201;208;Acquired foot deformities
M202;208;Acquired foot deformities
M203;208;Acquired foot deformities
M204;208;Acquired foot deformities
M205;208;Acquired foot deformities
M206;208;Acquired foot deformities
M2137;208;Acquired foot deformities
M214;208;Acquired foot deformities
M2140;208;Acquired foot deformities
M2147;208;Acquired foot deformities
M2149;208;Acquired foot deformities
M216;208;Acquired foot deformities
M2160;208;Acquired foot deformities
M2167;208;Acquired foot deformities
M2169;208;Acquired foot deformities
M2197;208;Acquired foot deformities
M20;209;Other acquired deformities
M200;209;Other acquired deformities
M21;209;Other acquired deformities
M210;209;Other acquired deformities
M2100;209;Other acquired deformities
M2102;209;Other acquired deformities
M2103;209;Other acquired deformities
M2104;209;Other acquired deformities
M2105;209;Other acquired deformities
M2106;209;Other acquired deformities
M2107;209;Other acquired deformities
M2108;209;Other acquired deformities
M2109;209;Other acquired deformities
M211;209;Other acquired deformities
M2110;209;Other acquired deformities
M2112;209;Other acquired deformities
M2113;209;Other acquired deformities
M2114;209;Other acquired deformities
M2115;209;Other acquired deformities
M2116;209;Other acquired deformities
M2117;209;Other acquired deformities
M2118;209;Other acquired deformities
M2119;209;Other acquired deformities
M212;209;Other acquired deformities
M2120;209;Other acquired deformities
M2121;209;Other acquired deformities
M2122;209;Other acquired deformities
M2123;209;Other acquired deformities
M2124;209;Other acquired deformities
M2125;209;Other acquired deformities
M2126;209;Other acquired deformities
M2127;209;Other acquired deformities
M2128;209;Other acquired deformities
M2129;209;Other acquired deformities
M213;209;Other acquired deformities
M2130;209;Other acquired deformities
M2134;209;Other acquired deformities
M2139;209;Other acquired deformities
M215;209;Other acquired deformities
M2150;209;Other acquired deformities
M2154;209;Other acquired deformities
M2157;209;Other acquired deformities
M2159;209;Other acquired deformities
M217;209;Other acquired deformities
M2170;209;Other acquired deformities
M2172;209;Other acquired deformities
M2173;209;Other acquired deformities
M2174;209;Other acquired deformities
M2175;209;Other acquired deformities
M2176;209;Other acquired deformities
M2177;209;Other acquired deformities
M2178;209;Other acquired deformities
M2179;209;Other acquired deformities
M218;209;Other acquired deformities
M2180;209;Other acquired deformities
M2182;209;Other acquired deformities
M2183;209;Other acquired deformities
M2184;209;Other acquired deformities
M2185;209;Other acquired deformities
M2186;209;Other acquired deformities
M2187;209;Other acquired deformities
M2188;209;Other acquired deformities
M2189;209;Other acquired deformities
M219;209;Other acquired deformities
M2191;209;Other acquired deformities
M2192;209;Other acquired deformities
M2193;209;Other acquired deformities
M2194;209;Other acquired deformities
M2195;209;Other acquired deformities
M2196;209;Other acquired deformities
M2198;209;Other acquired deformities
M2199;209;Other acquired deformities
M2450;209;Other acquired deformities
M2451;209;Other acquired deformities
M2452;209;Other acquired deformities
M2453;209;Other acquired deformities
M2454;209;Other acquired deformities
M2455;209;Other acquired deformities
M2456;209;Other acquired deformities
M2457;209;Other acquired deformities
M2458;209;Other acquired deformities
M2459;209;Other acquired deformities
M40;209;Other acquired deformities
M4000;209;Other acquired deformities
M4001;209;Other acquired deformities
M4002;209;Other acquired deformities
M4003;209;Other acquired deformities
M4004;209;Other acquired deformities
M4005;209;Other acquired deformities
M4006;209;Other acquired deformities
M4007;209;Other acquired deformities
M4008;209;Other acquired deformities
M4009;209;Other acquired deformities
M4010;209;Other acquired deformities
M4011;209;Other acquired deformities
M4012;209;Other acquired deformities
M4013;209;Other acquired deformities
M4014;209;Other acquired deformities
M4015;209;Other acquired deformities
M4016;209;Other acquired deformities
M4017;209;Other acquired deformities
M4018;209;Other acquired deformities
M4019;209;Other acquired deformities
M4020;209;Other acquired deformities
M4021;209;Other acquired deformities
M4022;209;Other acquired deformities
M4023;209;Other acquired deformities
M4024;209;Other acquired deformities
M4025;209;Other acquired deformities
M4026;209;Other acquired deformities
M4027;209;Other acquired deformities
M4028;209;Other acquired deformities
M4029;209;Other acquired deformities
M4030;209;Other acquired deformities
M4031;209;Other acquired deformities
M4032;209;Other acquired deformities
M4033;209;Other acquired deformities
M4034;209;Other acquired deformities
M4035;209;Other acquired deformities
M4036;209;Other acquired deformities
M4037;209;Other acquired deformities
M4038;209;Other acquired deformities
M4039;209;Other acquired deformities
M4040;209;Other acquired deformities
M4041;209;Other acquired deformities
M4042;209;Other acquired deformities
M4043;209;Other acquired deformities
M4044;209;Other acquired deformities
M4045;209;Other acquired deformities
M4046;209;Other acquired deformities
M4047;209;Other acquired deformities
M4048;209;Other acquired deformities
M4049;209;Other acquired deformities
M4050;209;Other acquired deformities
M4051;209;Other acquired deformities
M4052;209;Other acquired deformities
M4053;209;Other acquired deformities
M4054;209;Other acquired deformities
M4055;209;Other acquired deformities
M4056;209;Other acquired deformities
M4057;209;Other acquired deformities
M4058;209;Other acquired deformities
M4059;209;Other acquired deformities
M43;209;Other acquired deformities
M4300;209;Other acquired deformities
M4301;209;Other acquired deformities
M4302;209;Other acquired deformities
M4303;209;Other acquired deformities
M4304;209;Other acquired deformities
M4305;209;Other acquired deformities
M4306;209;Other acquired deformities
M4307;209;Other acquired deformities
M4308;209;Other acquired deformities
M4309;209;Other acquired deformities
M4310;209;Other acquired deformities
M4311;209;Other acquired deformities
M4312;209;Other acquired deformities
M4313;209;Other acquired deformities
M4314;209;Other acquired deformities
M4315;209;Other acquired deformities
M4316;209;Other acquired deformities
M4317;209;Other acquired deformities
M4318;209;Other acquired deformities
M4319;209;Other acquired deformities
M4380;209;Other acquired deformities
M4381;209;Other acquired deformities
M4382;209;Other acquired deformities
M4383;209;Other acquired deformities
M4384;209;Other acquired deformities
M4385;209;Other acquired deformities
M4386;209;Other acquired deformities
M4387;209;Other acquired deformities
M4388;209;Other acquired deformities
M4389;209;Other acquired deformities
M4390;209;Other acquired deformities
M4391;209;Other acquired deformities
M4392;209;Other acquired deformities
M4393;209;Other acquired deformities
M4394;209;Other acquired deformities
M4395;209;Other acquired deformities
M4396;209;Other acquired deformities
M4397;209;Other acquired deformities
M4398;209;Other acquired deformities
M4399;209;Other acquired deformities
M95;209;Other acquired deformities
M950;209;Other acquired deformities
M951;209;Other acquired deformities
M952;209;Other acquired deformities
M953;209;Other acquired deformities
M954;209;Other acquired deformities
M955;209;Other acquired deformities
M958;209;Other acquired deformities
M959;209;Other acquired deformities
M32;210;Systemic lupus erythematosus and connective tissue disorders
M320;210;Systemic lupus erythematosus and connective tissue disorders
M321;210;Systemic lupus erythematosus and connective tissue disorders
M328;210;Systemic lupus erythematosus and connective tissue disorders
M329;210;Systemic lupus erythematosus and connective tissue disorders
M33;210;Systemic lupus erythematosus and connective tissue disorders
M330;210;Systemic lupus erythematosus and connective tissue disorders
M331;210;Systemic lupus erythematosus and connective tissue disorders
M332;210;Systemic lupus erythematosus and connective tissue disorders
M339;210;Systemic lupus erythematosus and connective tissue disorders
M34;210;Systemic lupus erythematosus and connective tissue disorders
M340;210;Systemic lupus erythematosus and connective tissue disorders
M341;210;Systemic lupus erythematosus and connective tissue disorders
M342;210;Systemic lupus erythematosus and connective tissue disorders
M348;210;Systemic lupus erythematosus and connective tissue disorders
M349;210;Systemic lupus erythematosus and connective tissue disorders
M35;210;Systemic lupus erythematosus and connective tissue disorders
M350;210;Systemic lupus erythematosus and connective tissue disorders
M351;210;Systemic lupus erythematosus and connective tissue disorders
M358;210;Systemic lupus erythematosus and connective tissue disorders
M359;210;Systemic lupus erythematosus and connective tissue disorders
M2420;211;Other connective tissue disease
M2421;211;Other connective tissue disease
M2422;211;Other connective tissue disease
M2423;211;Other connective tissue disease
M2424;211;Other connective tissue disease
M2425;211;Other connective tissue disease
M2426;211;Other connective tissue disease
M2427;211;Other connective tissue disease
M2428;211;Other connective tissue disease
M2429;211;Other connective tissue disease
M2570;211;Other connective tissue disease
M2571;211;Other connective tissue disease
M2572;211;Other connective tissue disease
M2573;211;Other connective tissue disease
M2574;211;Other connective tissue disease
M2575;211;Other connective tissue disease
M2576;211;Other connective tissue disease
M2577;211;Other connective tissue disease
M2578;211;Other connective tissue disease
M2579;211;Other connective tissue disease
M353;211;Other connective tissue disease
M354;211;Other connective tissue disease
M355;211;Other connective tissue disease
M356;211;Other connective tissue disease
M357;211;Other connective tissue disease
M60;211;Other connective tissue disease
M600;211;Other connective tissue disease
M6000;211;Other connective tissue disease
M6001;211;Other connective tissue disease
M6002;211;Other connective tissue disease
M6003;211;Other connective tissue disease
M6004;211;Other connective tissue disease
M6005;211;Other connective tissue disease
M6006;211;Other connective tissue disease
M6007;211;Other connective tissue disease
M6008;211;Other connective tissue disease
M6009;211;Other connective tissue disease
M601;211;Other connective tissue disease
M6010;211;Other connective tissue disease
M6011;211;Other connective tissue disease
M6012;211;Other connective tissue disease
M6013;211;Other connective tissue disease
M6014;211;Other connective tissue disease
M6015;211;Other connective tissue disease
M6016;211;Other connective tissue disease
M6017;211;Other connective tissue disease
M6018;211;Other connective tissue disease
M6019;211;Other connective tissue disease
M602;211;Other connective tissue disease
M6020;211;Other connective tissue disease
M6021;211;Other connective tissue disease
M6022;211;Other connective tissue disease
M6023;211;Other connective tissue disease
M6024;211;Other connective tissue disease
M6025;211;Other connective tissue disease
M6026;211;Other connective tissue disease
M6027;211;Other connective tissue disease
M6028;211;Other connective tissue disease
M6029;211;Other connective tissue disease
M608;211;Other connective tissue disease
M6080;211;Other connective tissue disease
M6081;211;Other connective tissue disease
M6082;211;Other connective tissue disease
M6083;211;Other connective tissue disease
M6084;211;Other connective tissue disease
M6085;211;Other connective tissue disease
M6086;211;Other connective tissue disease
M6087;211;Other connective tissue disease
M6088;211;Other connective tissue disease
M6089;211;Other connective tissue disease
M609;211;Other connective tissue disease
M6090;211;Other connective tissue disease
M6091;211;Other connective tissue disease
M6092;211;Other connective tissue disease
M6093;211;Other connective tissue disease
M6094;211;Other connective tissue disease
M6095;211;Other connective tissue disease
M6096;211;Other connective tissue disease
M6097;211;Other connective tissue disease
M6098;211;Other connective tissue disease
M6099;211;Other connective tissue disease
M61;211;Other connective tissue disease
M610;211;Other connective tissue disease
M6100;211;Other connective tissue disease
M6101;211;Other connective tissue disease
M6102;211;Other connective tissue disease
M6103;211;Other connective tissue disease
M6104;211;Other connective tissue disease
M6105;211;Other connective tissue disease
M6106;211;Other connective tissue disease
M6107;211;Other connective tissue disease
M6108;211;Other connective tissue disease
M6109;211;Other connective tissue disease
M611;211;Other connective tissue disease
M6110;211;Other connective tissue disease
M6111;211;Other connective tissue disease
M6112;211;Other connective tissue disease
M6113;211;Other connective tissue disease
M6114;211;Other connective tissue disease
M6115;211;Other connective tissue disease
M6116;211;Other connective tissue disease
M6117;211;Other connective tissue disease
M6118;211;Other connective tissue disease
M6119;211;Other connective tissue disease
M612;211;Other connective tissue disease
M6120;211;Other connective tissue disease
M6121;211;Other connective tissue disease
M6122;211;Other connective tissue disease
M6123;211;Other connective tissue disease
M6124;211;Other connective tissue disease
M6125;211;Other connective tissue disease
M6126;211;Other connective tissue disease
M6127;211;Other connective tissue disease
M6128;211;Other connective tissue disease
M6129;211;Other connective tissue disease
M613;211;Other connective tissue disease
M6130;211;Other connective tissue disease
M6131;211;Other connective tissue disease
M6132;211;Other connective tissue disease
M6133;211;Other connective tissue disease
M6134;211;Other connective tissue disease
M6135;211;Other connective tissue disease
M6136;211;Other connective tissue disease
M6137;211;Other connective tissue disease
M6138;211;Other connective tissue disease
M6139;211;Other connective tissue disease
M614;211;Other connective tissue disease
M6140;211;Other connective tissue disease
M6141;211;Other connective tissue disease
M6142;211;Other connective tissue disease
M6143;211;Other connective tissue disease
M6144;211;Other connective tissue disease
M6145;211;Other connective tissue disease
M6146;211;Other connective tissue disease
M6147;211;Other connective tissue disease
M6148;211;Other connective tissue disease
M6149;211;Other connective tissue disease
M615;211;Other connective tissue disease
M6150;211;Other connective tissue disease
M6151;211;Other connective tissue disease
M6152;211;Other connective tissue disease
M6153;211;Other connective tissue disease
M6154;211;Other connective tissue disease
M6155;211;Other connective tissue disease
M6156;211;Other connective tissue disease
M6157;211;Other connective tissue disease
M6158;211;Other connective tissue disease
M6159;211;Other connective tissue disease
M619;211;Other connective tissue disease
M6190;211;Other connective tissue disease
M6191;211;Other connective tissue disease
M6192;211;Other connective tissue disease
M6193;211;Other connective tissue disease
M6194;211;Other connective tissue disease
M6195;211;Other connective tissue disease
M6196;211;Other connective tissue disease
M6197;211;Other connective tissue disease
M6198;211;Other connective tissue disease
M6199;211;Other connective tissue disease
M62;211;Other connective tissue disease
M620;211;Other connective tissue disease
M6200;211;Other connective tissue disease
M6201;211;Other connective tissue disease
M6202;211;Other connective tissue disease
M6203;211;Other connective tissue disease
M6204;211;Other connective tissue disease
M6205;211;Other connective tissue disease
M6206;211;Other connective tissue disease
M6207;211;Other connective tissue disease
M6208;211;Other connective tissue disease
M6209;211;Other connective tissue disease
M621;211;Other connective tissue disease
M6210;211;Other connective tissue disease
M6211;211;Other connective tissue disease
M6212;211;Other connective tissue disease
M6213;211;Other connective tissue disease
M6214;211;Other connective tissue disease
M6215;211;Other connective tissue disease
M6216;211;Other connective tissue disease
M6217;211;Other connective tissue disease
M6218;211;Other connective tissue disease
M6219;211;Other connective tissue disease
M622;211;Other connective tissue disease
M6220;211;Other connective tissue disease
M6221;211;Other connective tissue disease
M6222;211;Other connective tissue disease
M6223;211;Other connective tissue disease
M6224;211;Other connective tissue disease
M6225;211;Other connective tissue disease
M6226;211;Other connective tissue disease
M6227;211;Other connective tissue disease
M6228;211;Other connective tissue disease
M6229;211;Other connective tissue disease
M623;211;Other connective tissue disease
M6230;211;Other connective tissue disease
M6231;211;Other connective tissue disease
M6232;211;Other connective tissue disease
M6233;211;Other connective tissue disease
M6234;211;Other connective tissue disease
M6235;211;Other connective tissue disease
M6236;211;Other connective tissue disease
M6237;211;Other connective tissue disease
M6238;211;Other connective tissue disease
M6239;211;Other connective tissue disease
M624;211;Other connective tissue disease
M6240;211;Other connective tissue disease
M6241;211;Other connective tissue disease
M6242;211;Other connective tissue disease
M6243;211;Other connective tissue disease
M6244;211;Other connective tissue disease
M6245;211;Other connective tissue disease
M6246;211;Other connective tissue disease
M6247;211;Other connective tissue disease
M6248;211;Other connective tissue disease
M6249;211;Other connective tissue disease
M625;211;Other connective tissue disease
M6250;211;Other connective tissue disease
M6251;211;Other connective tissue disease
M6252;211;Other connective tissue disease
M6253;211;Other connective tissue disease
M6254;211;Other connective tissue disease
M6255;211;Other connective tissue disease
M6256;211;Other connective tissue disease
M6257;211;Other connective tissue disease
M6258;211;Other connective tissue disease
M6259;211;Other connective tissue disease
M626;211;Other connective tissue disease
M6260;211;Other connective tissue disease
M6261;211;Other connective tissue disease
M6262;211;Other connective tissue disease
M6263;211;Other connective tissue disease
M6264;211;Other connective tissue disease
M6265;211;Other connective tissue disease
M6266;211;Other connective tissue disease
M6267;211;Other connective tissue disease
M6268;211;Other connective tissue disease
M6269;211;Other connective tissue disease
M628;211;Other connective tissue disease
M6280;211;Other connective tissue disease
M6281;211;Other connective tissue disease
M6282;211;Other connective tissue disease
M6283;211;Other connective tissue disease
M6284;211;Other connective tissue disease
M6285;211;Other connective tissue disease
M6286;211;Other connective tissue disease
M6287;211;Other connective tissue disease
M6288;211;Other connective tissue disease
M6289;211;Other connective tissue disease
M629;211;Other connective tissue disease
M6290;211;Other connective tissue disease
M6291;211;Other connective tissue disease
M6292;211;Other connective tissue disease
M6293;211;Other connective tissue disease
M6294;211;Other connective tissue disease
M6295;211;Other connective tissue disease
M6296;211;Other connective tissue disease
M6297;211;Other connective tissue disease
M6298;211;Other connective tissue disease
M6299;211;Other connective tissue disease
M63;211;Other connective tissue disease
M65;211;Other connective tissue disease
M650;211;Other connective tissue disease
M6500;211;Other connective tissue disease
M6501;211;Other connective tissue disease
M6502;211;Other connective tissue disease
M6503;211;Other connective tissue disease
M6504;211;Other connective tissue disease
M6505;211;Other connective tissue disease
M6506;211;Other connective tissue disease
M6507;211;Other connective tissue disease
M6508;211;Other connective tissue disease
M6509;211;Other connective tissue disease
M651;211;Other connective tissue disease
M6510;211;Other connective tissue disease
M6511;211;Other connective tissue disease
M6512;211;Other connective tissue disease
M6513;211;Other connective tissue disease
M6514;211;Other connective tissue disease
M6515;211;Other connective tissue disease
M6516;211;Other connective tissue disease
M6517;211;Other connective tissue disease
M6518;211;Other connective tissue disease
M6519;211;Other connective tissue disease
M652;211;Other connective tissue disease
M6520;211;Other connective tissue disease
M6521;211;Other connective tissue disease
M6522;211;Other connective tissue disease
M6523;211;Other connective tissue disease
M6524;211;Other connective tissue disease
M6525;211;Other connective tissue disease
M6526;211;Other connective tissue disease
M6527;211;Other connective tissue disease
M6528;211;Other connective tissue disease
M6529;211;Other connective tissue disease
M653;211;Other connective tissue disease
M6530;211;Other connective tissue disease
M6534;211;Other connective tissue disease
M654;211;Other connective tissue disease
M6543;211;Other connective tissue disease
M658;211;Other connective tissue disease
M6580;211;Other connective tissue disease
M6581;211;Other connective tissue disease
M6582;211;Other connective tissue disease
M6583;211;Other connective tissue disease
M6584;211;Other connective tissue disease
M6585;211;Other connective tissue disease
M6586;211;Other connective tissue disease
M6587;211;Other connective tissue disease
M6588;211;Other connective tissue disease
M6589;211;Other connective tissue disease
M659;211;Other connective tissue disease
M6590;211;Other connective tissue disease
M6591;211;Other connective tissue disease
M6592;211;Other connective tissue disease
M6593;211;Other connective tissue disease
M6594;211;Other connective tissue disease
M6595;211;Other connective tissue disease
M6596;211;Other connective tissue disease
M6597;211;Other connective tissue disease
M6598;211;Other connective tissue disease
M6599;211;Other connective tissue disease
M66;211;Other connective tissue disease
M660;211;Other connective tissue disease
M6606;211;Other connective tissue disease
M661;211;Other connective tissue disease
M6610;211;Other connective tissue disease
M6611;211;Other connective tissue disease
M6612;211;Other connective tissue disease
M6613;211;Other connective tissue disease
M6614;211;Other connective tissue disease
M6615;211;Other connective tissue disease
M6616;211;Other connective tissue disease
M6617;211;Other connective tissue disease
M6618;211;Other connective tissue disease
M6619;211;Other connective tissue disease
M662;211;Other connective tissue disease
M6620;211;Other connective tissue disease
M6621;211;Other connective tissue disease
M6622;211;Other connective tissue disease
M6623;211;Other connective tissue disease
M6624;211;Other connective tissue disease
M6625;211;Other connective tissue disease
M6626;211;Other connective tissue disease
M6627;211;Other connective tissue disease
M6628;211;Other connective tissue disease
M6629;211;Other connective tissue disease
M663;211;Other connective tissue disease
M6630;211;Other connective tissue disease
M6631;211;Other connective tissue disease
M6632;211;Other connective tissue disease
M6633;211;Other connective tissue disease
M6634;211;Other connective tissue disease
M6635;211;Other connective tissue disease
M6636;211;Other connective tissue disease
M6637;211;Other connective tissue disease
M6638;211;Other connective tissue disease
M6639;211;Other connective tissue disease
M664;211;Other connective tissue disease
M6640;211;Other connective tissue disease
M6641;211;Other connective tissue disease
M6642;211;Other connective tissue disease
M6643;211;Other connective tissue disease
M6644;211;Other connective tissue disease
M6645;211;Other connective tissue disease
M6646;211;Other connective tissue disease
M6647;211;Other connective tissue disease
M6648;211;Other connective tissue disease
M6649;211;Other connective tissue disease
M665;211;Other connective tissue disease
M6650;211;Other connective tissue disease
M6651;211;Other connective tissue disease
M6652;211;Other connective tissue disease
M6653;211;Other connective tissue disease
M6654;211;Other connective tissue disease
M6655;211;Other connective tissue disease
M6656;211;Other connective tissue disease
M6657;211;Other connective tissue disease
M6658;211;Other connective tissue disease
M6659;211;Other connective tissue disease
M67;211;Other connective tissue disease
M670;211;Other connective tissue disease
M671;211;Other connective tissue disease
M672;211;Other connective tissue disease
M673;211;Other connective tissue disease
M674;211;Other connective tissue disease
M678;211;Other connective tissue disease
M679;211;Other connective tissue disease
M68;211;Other connective tissue disease
M70;211;Other connective tissue disease
M700;211;Other connective tissue disease
M7000;211;Other connective tissue disease
M7003;211;Other connective tissue disease
M7004;211;Other connective tissue disease
M7009;211;Other connective tissue disease
M701;211;Other connective tissue disease
M7014;211;Other connective tissue disease
M702;211;Other connective tissue disease
M7023;211;Other connective tissue disease
M703;211;Other connective tissue disease
M7032;211;Other connective tissue disease
M7033;211;Other connective tissue disease
M7039;211;Other connective tissue disease
M704;211;Other connective tissue disease
M7046;211;Other connective tissue disease
M705;211;Other connective tissue disease
M7056;211;Other connective tissue disease
M706;211;Other connective tissue disease
M7065;211;Other connective tissue disease
M707;211;Other connective tissue disease
M7075;211;Other connective tissue disease
M708;211;Other connective tissue disease
M7080;211;Other connective tissue disease
M7081;211;Other connective tissue disease
M7082;211;Other connective tissue disease
M7083;211;Other connective tissue disease
M7084;211;Other connective tissue disease
M7085;211;Other connective tissue disease
M7086;211;Other connective tissue disease
M7087;211;Other connective tissue disease
M7088;211;Other connective tissue disease
M7089;211;Other connective tissue disease
M709;211;Other connective tissue disease
M7090;211;Other connective tissue disease
M7091;211;Other connective tissue disease
M7092;211;Other connective tissue disease
M7093;211;Other connective tissue disease
M7094;211;Other connective tissue disease
M7095;211;Other connective tissue disease
M7096;211;Other connective tissue disease
M7097;211;Other connective tissue disease
M7098;211;Other connective tissue disease
M7099;211;Other connective tissue disease
M71;211;Other connective tissue disease
M710;211;Other connective tissue disease
M7100;211;Other connective tissue disease
M7101;211;Other connective tissue disease
M7102;211;Other connective tissue disease
M7103;211;Other connective tissue disease
M7104;211;Other connective tissue disease
M7105;211;Other connective tissue disease
M7106;211;Other connective tissue disease
M7107;211;Other connective tissue disease
M7108;211;Other connective tissue disease
M7109;211;Other connective tissue disease
M711;211;Other connective tissue disease
M7110;211;Other connective tissue disease
M7111;211;Other connective tissue disease
M7112;211;Other connective tissue disease
M7113;211;Other connective tissue disease
M7114;211;Other connective tissue disease
M7115;211;Other connective tissue disease
M7116;211;Other connective tissue disease
M7117;211;Other connective tissue disease
